city,postal_code,ad_type,property_type,reference,title,publication_date,modification_date,new_property,rooms_quantity,bedrooms_quantity,price,surfaceArea,url
Toulouse,31500,buy,flat,2047390,Vente Duplex 5 pièces,2026-06-11T17:56:11.774Z,2026-06-11T17:56:11.774Z,False,5,3,349000,112,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/iad-france-932200
Escalquens,31750,buy,flat,121870634526091,"T4 EN DERNIER ÉTAGE AVEC TERRASSE, VUE DÉGAGÉE",2026-06-11T17:10:41.236Z,2026-06-11T17:10:41.236Z,False,4,3,230000,79,https://www.bienici.com/annonce/vente/escalquens/appartement/4pieces/ag754248-535108376
Toulouse,31300,buy,flat,87089927,A VENDRE - T4 AVEC TERRASSE FACE A LA GARONNE,2026-06-09T12:15:42.867Z,2026-06-23T23:44:00.614Z,False,4,3,370000,82.02,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/apimo-87089927
Toulouse,31200,buy,flat,839,,2026-06-09T00:19:36.841Z,2026-06-22T12:41:44.186Z,False,4,3,420000,99.11,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/century-21-202_3657_839
Toulouse,31500,buy,flat,2032135,Vente Appartement 3 pièces,2026-06-08T17:58:18.149Z,2026-06-16T19:09:39.362Z,False,3,2,265000,79.58,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-919797
Toulouse,31200,buy,flat,31178725,Appartement,2026-06-05T20:04:26.873Z,2026-06-19T05:13:53.760Z,False,2,1,117000,42,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/adapt-immo-31178725
Toulouse,31200,buy,flat,478-TYPIQUEMENTIMMO31,"APPARTEMENT T3 65m² AVEC BALCON ET 2 PARKINGS, DERNIER ETAGE",2026-06-04T22:05:03.173Z,2026-06-05T20:03:21.674Z,False,3,2,199000,64.7,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/netty-company56070hnm-appt-2252
Toulouse,31100,buy,flat,2019671,Vente Appartement 3 pièces,2026-06-04T17:58:44.161Z,2026-06-05T14:04:34.271Z,False,3,2,189000,62.54,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-912513
Toulouse,31500,buy,flat,830038311765,Secteur Jardin de L’Observatoire / Hauts de Jolimont – APPARTEMENT FAMILIAL T4 DE 83 m² – 3 CHAMBRES – 2 BALCONS – PARKING PRIVATIF – CELLIER,2026-06-04T15:53:43.652Z,2026-06-08T09:57:34.128Z,False,4,3,230000,83,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/ag060811-533712386
Toulouse,31000,buy,flat,3098,TOULOUSE Les Chalets - T1 bis rénové et climatisé en dernier étage avec cave,2026-06-04T15:19:38.534Z,2026-06-23T05:44:15.968Z,False,2,1,199000,50.1,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/immo-facile-60755649
Toulouse,31200,buy,flat,TAPP953126,Appartement,2026-06-01T17:25:29.582Z,2026-06-04T05:09:02.085Z,False,3,2,259500,58,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/citya-1-504-TAPP953126
Toulouse,31000,buy,flat,TAPP923145,Appartement,2026-06-01T17:25:29.582Z,2026-06-09T13:22:04.336Z,False,2,1,314000,58,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/citya-1-390-TAPP923145
Toulouse,31000,buy,flat,3083,TOULOUSE Les Chalets - Superbe T1 bis rénové en dernier étage avec cave,2026-06-01T12:20:14.019Z,2026-06-22T20:57:48.026Z,False,2,1,189000,48.9,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/immo-facile-60732957
Toulouse,31200,buy,flat,2037231,Vente Appartement 3 pièces,2026-05-31T09:59:55.438Z,2026-06-16T10:46:28.853Z,False,3,2,169000,58,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-934363
Toulouse,31100,buy,flat,2035097,Vente Duplex 3 pièces,2026-05-29T02:56:13.550Z,2026-06-03T14:08:02.578Z,False,3,2,174000,64,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-926293
Toulouse,31000,buy,flat,2023083,Vente Appartement 2 pièces,2026-05-28T09:56:14.576Z,2026-06-23T07:23:26.482Z,False,2,1,280000,58.69,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/iad-france-916401
Toulouse,31000,buy,flat,421,Appartement Toulouse 6 pièce(s) 147 m2,2026-05-21T15:15:05.725Z,2026-06-21T06:35:16.572Z,False,6,4,560000,147,https://www.bienici.com/annonce/vente/toulouse/appartement/6pieces/immo-facile-60648806
Toulouse,31000,buy,flat,2003599,Vente Appartement 2 pièces,2026-05-21T12:56:14.735Z,2026-05-29T14:17:45.199Z,False,2,1,389000,72,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/iad-france-878082
Toulouse,31000,buy,flat,30319,,2026-05-21T00:45:00.253Z,2026-06-17T00:36:19.974Z,False,5,3,425000,130,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/century-21-202_3118_30319
Toulouse,31000,buy,flat,3058,TOULOUSE - Les Chalets- T3-4 de 95.4m² avec cave et terrasse de 20.3 m²,2026-05-19T15:03:51.749Z,2026-06-22T20:57:50.202Z,False,4,2,429000,95.4,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/immo-facile-60648693
Toulouse,31000,buy,flat,2011347,Vente Appartement 4 pièces,2026-05-16T17:56:55.671Z,2026-06-13T14:04:06.906Z,False,4,3,340000,92,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/iad-france-882221
Toulouse,31100,buy,flat,12227,"Toulouse Basso Cambo, emplacement recherché à proximité immédiate du métro.",2026-05-13T18:04:20.259Z,2026-06-24T09:13:46.732Z,False,3,2,100000,65.11,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/laforet-immo-facile-21679026
Toulouse,31400,buy,flat,1469-LAGENCERIE2,"Busca, élégance urbaine – T2 lumineux avec terrasse et stati",2026-05-06T13:43:39.187Z,2026-06-09T05:11:50.316Z,False,2,1,349000,59,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/netty-lagencerie2-appt-4105
Tournefeuille,31170,buy,flat,453-TYPIQUEMENTIMMO31,APPARTEMENT T3 56m² AVEC BALCON ET 2 PARKINGS,2026-04-29T07:43:14.941Z,2026-05-29T12:26:18.799Z,False,3,2,159000,55.67,https://www.bienici.com/annonce/vente/tournefeuille/appartement/3pieces/netty-company56070hnm-appt-2230
Toulouse,31400,buy,flat,464-TYPIQUEMENTIMMO31,"APPARTEMENT T3 63m² AVEC BALCON, CAVE ET PARKING",2026-04-29T07:43:14.941Z,2026-06-19T13:03:58.315Z,False,3,2,175000,63,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/netty-company56070hnm-appt-2238
Toulouse,31100,buy,flat,466-TYPIQUEMENTIMMO31,"APPARTEMENT T3 69m² avec 2 JARDINS, GARAGE et CELLIER",2026-04-29T07:43:14.941Z,2026-06-23T17:44:49.348Z,False,3,2,188000,69,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/netty-company56070hnm-appt-2242
Toulouse,31200,buy,flat,2004638,Vente Appartement 3 pièces,1970-01-01T00:00:00.000Z,2026-05-26T19:12:02.662Z,False,3,2,158000,65,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-880988
Toulouse,31300,buy,flat,A364DDE1941A4CB8,Résidence Tourisme,1970-01-01T00:00:00.000Z,2026-06-24T11:52:45.783Z,False,2,1,100000,37,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ag750949-525515510
Toulouse,31500,buy,flat,1960166,Vente Appartement 2 pièces,1970-01-01T00:00:00.000Z,2026-06-15T11:25:00.880Z,False,2,1,240000,56,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/iad-france-2023270
Toulouse,31000,buy,flat,8038229,"EXCLUSIVITÉ - TOULOUSE - Bas Guilhemery - APPARTEMENT 3 PIÈCES AVEC TERRASSE, BALCON, CAVE ET PARKING",1970-01-01T00:00:00.000Z,2026-06-18T13:20:36.762Z,False,3,2,312000,68.39,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/apimo-86872011
Toulouse,31500,buy,flat,830030955943,T4 en duplex et dernier étage avec terrasse et garage,1970-01-01T00:00:00.000Z,2026-06-18T09:45:20.206Z,False,4,3,399000,99,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/ag060811-511950701
Toulouse,31200,buy,flat,1982424,Vente Appartement 3 pièces,1970-01-01T00:00:00.000Z,2026-05-27T19:06:53.205Z,False,3,2,178000,62,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-856599
Saint-Orens-de-Gameville,31650,buy,programme,,Senioriales de Toulouse Saint-Orens,1970-01-01T00:00:00.000Z,2026-06-24T11:46:37.291Z,True,"[1, 3]",,"[152500, None]","[34.2, 55.03]","https://www.bienici.com/annonce/vente/saint-orens-de-gameville/programme/[1, 3]pieces/les-nouveaux-constructeurs-340402"
Toulouse,31400,buy,flat,86802759,A VENDRE Busca  T3 avec balcon terrasse et cave,1970-01-01T00:00:00.000Z,2026-06-04T14:11:13.552Z,False,4,,349000,81,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/apimo-86802759
Toulouse,31100,buy,flat,ED13545,Appartement T5bis avec cave sur le lac de La Reynerie,1970-01-01T00:00:00.000Z,2026-06-12T12:59:47.204Z,False,5,4,179000,115,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/immo-facile-60213213
Cugnaux,31270,buy,flat,1979367,Vente Appartement 3 pièces,1970-01-01T00:00:00.000Z,2026-06-24T13:55:32.847Z,False,3,2,180000,66,https://www.bienici.com/annonce/vente/cugnaux/appartement/3pieces/iad-france-852366
Toulouse,31100,buy,flat,1977596,Vente Appartement 3 pièces,1970-01-01T00:00:00.000Z,2026-05-26T18:42:10.002Z,False,3,2,200000,60.17,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-2041184
Toulouse,31300,buy,flat,1973969,Vente Appartement 1 pièce,1970-01-01T00:00:00.000Z,2026-06-22T19:10:14.199Z,False,1,1,140000,24,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/iad-france-2037486
Toulouse,31000,buy,flat,8038228,EXCLUSIVITÉ - TOULOUSE - LES CHALETS - SUPERBE APPARTEMENT 116m2 DE CARACTÈRE - DERNIER ÉTAGE,1970-01-01T00:00:00.000Z,2026-06-16T23:41:03.180Z,False,4,2,542000,116.22,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/apimo-86819891
Toulouse,31100,buy,flat,1874,T4 optimisé colocation - Rentabilité attractive !,1970-01-01T00:00:00.000Z,2026-06-13T21:56:49.791Z,False,4,3,168000,65.74,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/laforet-immo-facile-52397508
Toulouse,31200,buy,flat,1966186,Vente Studio 1 pièce,1970-01-01T00:00:00.000Z,2026-06-11T10:46:17.166Z,False,1,0,103000,25.78,https://www.bienici.com/annonce/vente/toulouse/appartement/1pieces/iad-france-2029377
Toulouse,31200,buy,flat,1954104,Vente Appartement 4 pièces,1970-01-01T00:00:00.000Z,2026-06-10T19:07:03.426Z,False,4,3,249000,95,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/iad-france-2017066
Toulouse,31000,buy,flat,1960125,Vente Appartement 4 pièces,1970-01-01T00:00:00.000Z,2026-06-09T19:25:32.539Z,False,4,3,525000,111.25,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/iad-france-2023229
Toulouse,31100,buy,flat,2027,"Cocon lumineux de 63,3 m2 T3 Saint Simon",1970-01-01T00:00:00.000Z,2026-06-22T12:35:24.465Z,False,3,2,230000,63.3,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/laforet-immo-facile-52502297
Toulouse,31000,buy,flat,86720406,Toulouse - Saint-Georges T2 meublé,1970-01-01T00:00:00.000Z,2026-06-15T23:10:30.326Z,False,2,1,277500,51.85,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/apimo-86720406
Toulouse,31300,buy,flat,1925886,Vente Appartement 3 pièces,1970-01-01T00:00:00.000Z,2026-06-10T03:34:52.765Z,False,3,2,200000,66.14,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-1988527
Toulouse,31300,buy,flat,1901791,Vente Appartement 4 pièces,1970-01-01T00:00:00.000Z,2026-06-11T18:40:13.917Z,False,4,3,235000,82.95,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/iad-france-1963079
Toulouse,31300,buy,programme,,Lisière du Parc Ortus,1970-01-01T00:00:00.000Z,2026-06-24T12:29:04.432Z,True,"[1, 5]",,"[158000, 989000]","[25.3, 170.6]","https://www.bienici.com/annonce/vente/toulouse/programme/[1, 5]pieces/nexity-3-0049__49073"
Toulouse,31100,buy,flat,1920830,Vente Appartement 2 pièces,1970-01-01T00:00:00.000Z,2026-05-26T19:25:58.511Z,False,2,1,78000,27,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/iad-france-1983342
Toulouse,31300,buy,programme,,ARCELIA,1970-01-01T00:00:00.000Z,2026-06-24T10:12:07.790Z,True,"[2, 5]",,"[299000, 800000]","[48.25, 124.02]","https://www.bienici.com/annonce/vente/toulouse/programme/[2, 5]pieces/sogeprom-1-100504"
Toulouse,31100,buy,flat,1890102,Vente Appartement 3 pièces,1970-01-01T00:00:00.000Z,2026-06-02T18:42:07.287Z,False,3,2,149500,70,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-1951025
Toulouse,31200,buy,flat,1871229,Vente Appartement 3 pièces,1970-01-01T00:00:00.000Z,2026-06-13T20:52:44.392Z,False,3,2,130000,52,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-1931447
Toulouse,31400,buy,programme,,Le 141 Côte Pavée,1970-01-01T00:00:00.000Z,2026-06-24T11:46:28.104Z,True,"[3, 5]",,"[372400, None]","[62.9, 154.8]","https://www.bienici.com/annonce/vente/toulouse/programme/[3, 5]pieces/les-nouveaux-constructeurs-3250"
Toulouse,31200,buy,flat,377,APPARTEMENT T.3 LIBRE DE TOUTE OCCUPATION,1970-01-01T00:00:00.000Z,2026-06-06T08:05:45.091Z,False,3,2,162500,57.45,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/hektor-SETFIMMOBILIER2022-33527
Toulouse,31000,buy,flat,1250-SOGEM,Appartement à vendre Toulouse,1970-01-01T00:00:00.000Z,2026-06-17T16:54:51.054Z,False,6,4,870000,148.76,https://www.bienici.com/annonce/vente/toulouse/appartement/6pieces/netty-sogem-appt-3739
Toulouse,31500,buy,flat,463,T3 en duplex au dernier étage avec terrasse.,1970-01-01T00:00:00.000Z,2026-06-15T20:48:09.949Z,False,3,2,409000,85,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/hektor-LANNES2020-46686
Toulouse,31000,buy,programme,33841,Toulouse - Dernier 5P - Livraison immédiate,1970-01-01T00:00:00.000Z,2026-06-24T06:13:43.088Z,True,5,,779000,135.3,https://www.bienici.com/annonce/vente/toulouse/programme/5pieces/mgc-71528
Toulouse,31000,buy,flat,uh360-2124,MAISON-APPARTEMENT TERRASSE JARDIN AU-DESSUS DES TOITS DE TOULOUSE CENTRE,1970-01-01T00:00:00.000Z,2026-06-24T01:37:50.778Z,False,5,3,756000,130,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/gedeon-31421786
Toulouse,31300,buy,flat,uh360-2121-1,T3 PATTE D’OIE TOULOUSE,1970-01-01T00:00:00.000Z,2026-06-20T07:57:30.025Z,False,3,1,398000,62,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/gedeon-31192906
Toulouse,31000,buy,flat,2116,T5 D'ÉLÉGANCE AU JARDIN DES PLANTES,1970-01-01T00:00:00.000Z,2026-06-22T01:38:09.042Z,False,5,3,589000,95,https://www.bienici.com/annonce/vente/toulouse/appartement/5pieces/gedeon-30953141
Toulouse,31000,buy,programme,32006,Clos des Roses,1970-01-01T00:00:00.000Z,2026-06-17T22:37:20.679Z,True,"[2, 4]",,"[149000, 309000]","[35, 78]","https://www.bienici.com/annonce/vente/toulouse/programme/[2, 4]pieces/ubiflow-neuf-461926139"
Seilh,31840,buy,programme,1459174852,MARGUERITE,1970-01-01T00:00:00.000Z,2026-06-06T18:25:02.065Z,True,"[2, 5]",,"[109800, 239100]","[43, 90]","https://www.bienici.com/annonce/vente/seilh/programme/[2, 5]pieces/mgc-227766097"
Toulouse,31400,buy,programme,,TERRA VERDA,1970-01-01T00:00:00.000Z,2026-06-24T10:01:54.440Z,True,3,,259000,63.41,https://www.bienici.com/annonce/vente/toulouse/programme/3pieces/urbis-184231U32
Toulouse,31300,buy,programme,,Fresh Touch,1970-01-01T00:00:00.000Z,2026-06-24T10:32:25.352Z,True,2,,"[235000, 239000]",45,https://www.bienici.com/annonce/vente/toulouse/programme/2pieces/eiffage-immobilier-2457-2457
Blagnac,31700,buy,programme,,IKKI,1970-01-01T00:00:00.000Z,2026-06-24T10:01:54.087Z,True,3,,"[224188, 227704]","[59.1, 61.35]",https://www.bienici.com/annonce/vente/blagnac/programme/3pieces/urbis-184231U85
Toulouse,31200,buy,flat,2023470,Vente Appartement 2 pièces,1970-01-01T00:00:00.000Z,2026-06-19T18:56:49.298Z,False,2,1,122000,42,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/iad-france-918991
Toulouse,31200,buy,flat,2041483,Vente Appartement 3 pièces,1970-01-01T00:00:00.000Z,2026-06-05T10:32:50.299Z,False,3,2,260000,66,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-923998
Toulouse,31000,buy,flat,2018741,Vente Appartement 4 pièces,1970-01-01T00:00:00.000Z,2026-06-21T10:30:08.250Z,False,4,3,520000,120,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/iad-france-889106
Toulouse,31300,buy,flat,1998366,Vente Appartement 4 pièces,1970-01-01T00:00:00.000Z,2026-06-23T08:03:16.006Z,False,4,3,240000,97.25,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/iad-france-866722
Toulouse,31200,buy,flat,2055782,Vente Appartement 4 pièces,2026-06-22T17:59:59.341Z,2026-06-22T17:59:59.341Z,False,4,3,175000,68,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/iad-france-954913
Toulouse,31200,buy,flat,2055746,Vente Appartement 4 pièces,2026-06-22T17:59:59.341Z,2026-06-24T03:56:10.983Z,False,4,3,245000,92.67,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/iad-france-953906
Toulouse,31100,buy,flat,336543683109715,Appartement 2 pièces,2026-06-22T17:48:23.162Z,2026-06-22T17:48:23.162Z,False,2,1,139000,36,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ag754248-537173210
Toulouse,31000,buy,flat,358908591045020,Appartement T3 rénové cachet ancien en souplex,2026-06-22T17:48:23.162Z,2026-06-23T19:48:00.089Z,False,3,2,340000,82,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ag754248-537173249
Toulouse,31000,buy,flat,997290506550540,Appartement duplex dans copropriété haut de gamme,2026-06-22T15:34:25.893Z,2026-06-22T15:34:25.893Z,False,2,1,169890,34,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/ag754248-537155765
Toulouse,31000,buy,flat,2045221,Vente Appartement 4 pièces,2026-06-19T12:58:55.284Z,2026-06-19T19:04:54.236Z,False,4,3,359000,82.38,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/iad-france-943175
Toulouse,31400,buy,flat,V130039478,Appartement T3 à vendre secteur Jardins des Plantes/Palais d,2026-06-19T10:24:51.136Z,2026-06-24T07:21:42.717Z,False,3,2,242650,45,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/hektor-281320-39478
Toulouse,31400,buy,flat,2052413,Vente Appartement 3 pièces,2026-06-18T17:59:24.752Z,2026-06-18T17:59:24.752Z,False,3,2,350000,76,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-951214
Toulouse,31500,buy,flat,2045353,Vente Appartement 3 pièces,2026-06-17T17:55:07.430Z,2026-06-17T17:55:07.430Z,False,3,2,189000,55,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-943282
Toulouse,31100,buy,flat,2036360,Vente Appartement 3 pièces,2026-06-16T17:56:08.642Z,2026-06-16T17:56:08.642Z,False,3,2,185000,75.72,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-930996
Toulouse,31000,buy,flat,8038236,EXCLUSIVITE ST AUBIN _ Appartement 2 pièces meublé,2026-06-16T14:16:26.221Z,2026-06-16T15:11:10.750Z,False,2,2,168420,31,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/apimo-87100362
Toulouse,31200,buy,flat,8TDQ-O1D-UNH,"T3 Dernier étage – Terrasse, vue dégagée sans vis-à-vis et parking sous-sol",2026-06-16T08:40:55.351Z,2026-06-23T15:40:08.930Z,False,3,2,167500,54,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/ag314194-535980149
Toulouse,31000,buy,programme,5119,L'IMPERIAL,2026-06-15T14:20:14.803Z,2026-06-15T14:25:36.714Z,True,"[1, 4]",,"[180500, 548000]","[28, 92]","https://www.bienici.com/annonce/vente/toulouse/programme/[1, 4]pieces/gedeon-33395754"
Toulouse,31200,buy,flat,358929214702559,Ponts-Jumeaux-T4-terrasse-piscine-parking sécu,2026-06-15T11:39:19.351Z,2026-06-23T13:46:41.084Z,False,4,3,339000,89,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/ag754248-535795514
Toulouse,31400,buy,flat,87034767,"A vendre - Duplex de charme – 83,71 m² au sol – Palais de justice",2026-06-15T09:50:40.809Z,2026-06-23T10:56:29.780Z,False,3,1,300000,58.26,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/apimo-87034767
Toulouse,31500,buy,flat,2048837,Vente Appartement 3 pièces,2026-06-14T17:55:23.552Z,2026-06-19T18:44:51.470Z,False,3,1,188000,54.59,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-946947
Toulouse,31000,buy,flat,VA6396-HOMEKARE,LUMIÈRE ET CHARME,2026-06-13T21:29:47.269Z,2026-06-24T12:32:19.971Z,False,4,3,405000,83,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/netty-company35153qdg-appt-6396
Toulouse,31000,buy,flat,545372176090867,Appartement 4 pièces,2026-06-13T17:17:23.776Z,2026-06-23T09:31:17.777Z,False,4,3,405000,87,https://www.bienici.com/annonce/vente/toulouse/appartement/4pieces/ag754248-535517015
Toulouse,31000,buy,flat,3104,TOULOUSE - LES CHALETS -appartement T2 de 55.4 m² carrez,2026-06-12T15:03:48.213Z,2026-06-23T05:44:17.398Z,False,2,1,159000,55.4,https://www.bienici.com/annonce/vente/toulouse/appartement/2pieces/immo-facile-60795902
Toulouse,31000,buy,flat,VA2498-DALBADEIMMO,Toulouse hypercentre – Élégant T3 duplex avec parking,2026-06-12T13:38:27.184Z,2026-06-12T13:38:27.184Z,False,3,2,546000,92.85,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/netty-company39471vzp-appt-2498
Toulouse,31300,buy,flat,2045440,Vente Appartement 3 pièces,2026-06-12T12:59:14.870Z,2026-06-12T12:59:14.870Z,False,3,2,310000,70.35,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/iad-france-786303
L'Union,31240,buy,programme,154589,OTAKAM,2026-06-12T09:47:15.958Z,2026-06-12T09:47:15.958Z,True,"[2, 5]",,"[199000, 376000]","[40, 100]","https://www.bienici.com/annonce/vente/l-union/programme/[2, 5]pieces/gedeon-33382851"
Toulouse,31100,buy,programme,18563,Les Maronniers,2026-06-12T08:32:13.224Z,2026-06-12T08:37:14.389Z,True,"[2, 4]",,"[209000, 419000]","[37, 89]","https://www.bienici.com/annonce/vente/toulouse/programme/[2, 4]pieces/gedeon-33382740"
Toulouse,31500,buy,programme,15588,141 Côte Pavée,2026-06-12T08:12:15.804Z,2026-06-17T13:02:29.186Z,True,"[3, 5]",,"[372400, 1191800]","[64, 155]","https://www.bienici.com/annonce/vente/toulouse/programme/[3, 5]pieces/gedeon-33382631"
Toulouse,31200,buy,flat,2732,"Appartement 3 pièces 68,16 m2 Nord",2026-06-11T13:03:23.983Z,2026-06-11T13:03:23.983Z,False,3,2,155000,68.16,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/immo-facile-60788115
Toulouse,31300,buy,flat,24295,,2026-06-11T00:11:53.479Z,2026-06-11T05:13:22.175Z,False,3,2,184000,55.62,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/century-21-202_2439_24295
Toulouse,31200,buy,flat,2638-1,"Appartement 3 pièces 64,3 m2 Toulouse Nord",2026-06-10T22:02:17.608Z,2026-06-10T22:02:17.608Z,False,3,2,149900,64.3,https://www.bienici.com/annonce/vente/toulouse/appartement/3pieces/immo-facile-60783953
